time,selected_tau,r2_tau_1,r2_tau_2,r2_tau_3,r2_tau_4,r2_tau_5,r2_tau_6,r2_tau_7,r2_tau_8,r2_tau_9,r2_tau_10,current_q_j5,ref_q_current_j5,predicted_ca_j5_at_tau,predicted_cb_j5_at_tau,true_ca_j5_at_tau,true_cb_j5_at_tau
0.6,10,-4.040047128856452,-3.5877586554196217,-3.2302467976307216,-2.9094116608178067,-2.611896356916079,-2.3116778011174186,-1.9874686287996841,-1.6664378141520166,-0.5441582141081815,-0.1733559875019055,2.07295883127691,2.07295883127691,104.25584420435227,237.77925374385728,165.63420521603572,174.36579478396425
0.6333333333333333,10,-3.90441059170376,-3.5450951620776907,-3.2566438209413233,-2.9635405120703777,-2.6765839842532015,-2.3739940135809174,-2.0417797203847132,-1.7109200209682314,-0.5438808853930892,-0.17984250883404607,6.519022471753004,6.519022471753004,176.9520487652559,163.51339179739006,164.30587466140776,175.69412533859222
0.6666666666666666,10,-3.6814297157614844,-3.430714989856626,-3.195282089217377,-2.934559617867272,-2.6691771039159478,-2.372948585469016,-2.0423498264752444,-1.710813589032465,-0.6014530226967341,-0.32323763840863373,10.271306465610431,10.271306465610431,113.63631215850157,228.64330966695752,163.66720526020188,176.33279473979812
0.7,10,-3.5418454619754813,-3.362647271352018,-3.1763250667623906,-2.9574858921823513,-2.7110860603260463,-2.426827476239095,-2.1057515531674986,-1.778180204873414,-0.6873356652598277,-0.3860652518579002,14.15708651392258,14.15708651392258,129.6109988375767,211.25639068764602,163.58560130445326,176.4143986955467
0.7333333333333333,10,-3.561344941904923,-3.400013323961158,-3.2190749886100445,-2.9957271995506156,-2.7412293232771794,-2.4456388822683532,-2.119919889658621,-1.7905722588947057,-0.7574882921494968,-0.6238748603016455,19.480985585705877,19.480985585705877,100.88855412461798,242.69125063599455,164.79990704452354,175.20009295547644
0.7666666666666666,9,-3.6118299817963067,-3.4547117603438036,-3.2681536127776996,-3.0354928055869888,-2.768061344972106,-2.4670433840007844,-2.1391432503250325,-1.8102788492915076,-0.895759589893153,-0.9063898152182113,23.453555312052977,23.453555312052977,112.80357410423696,225.00629023395035,164.79990704452354,175.20009295547644
0.8,10,-3.686224898753604,-3.5217040252837535,-3.324065375757672,-3.076325476364432,-2.802462574779737,-2.4986980575528293,-2.1711671828719457,-1.8489701450671987,-1.0829484443719806,-0.9355923103294979,27.281196373747395,27.281196373747395,148.08670929690294,197.2914301462132,168.30153437094415,171.69846562905582
0.8333333333333334,10,-3.7668571724002247,-3.5900820166453373,-3.375822043816619,-3.120895318322056,-2.8438204965847924,-2.5402491314510875,-2.2199448172109935,-1.9065105069824155,-1.1333722895122933,-0.9650586022254877,31.97926945174926,31.97926945174926,149.352729176687,195.0439447709879,170.09473565889954,169.90526434110046
0.8666666666666667,10,-3.7678940157350924,-3.5889303600424878,-3.3729891641532754,-3.117472317664042,-2.8408624043942443,-2.53939540522164,-2.220635668369337,-1.907721976362554,-1.1352266493984398,-0.9896939884249771,35.20123388651601,35.20123388651601,152.45320815295423,191.15098904173692,171.7980116325675,168.2019883674325
0.9,10,-3.8463678953278784,-3.669842040455303,-3.455101737872525,-3.2001039465936634,-2.9216795300150737,-2.6166146682158695,-2.292658950088168,-1.9739779309561136,-1.1355773114361325,-0.9892486640773719,38.08757355406146,38.08757355406146,170.2765259197197,171.34920421712658,173.60280283521223,166.39719716478777
0.9333333333333333,10,-3.9335998285671083,-3.7581574061224456,-3.543809201189381,-3.286990348436417,-3.0049002591806104,-2.6944302125435216,-2.364314697074576,-2.039266142515829,-1.1344090130647015,-0.9936609260415701,41.15255920308765,41.15255920308765,188.69288565108752,154.63368383494367,175.40635520162107,164.59364479837893
0.9666666666666667,10,-3.98173030517422,-3.8065768679862826,-3.591868557842532,-3.333298558556736,-3.047789259584974,-2.7328506016282152,-2.3977106785303035,-2.066800599513436,-1.1348632303686985,-1.016890628775804,42.83230467955102,42.83230467955102,156.1005236037967,187.45353098067713,177.06883722064745,162.93116277935252
1.0,10,-4.04769452499513,-3.871654317898188,-3.654520118954519,-3.3917294052680536,-3.1008700151392157,-2.779951211675797,-2.437830472118841,-2.0996141415939595,-1.1509659503952556,-1.0492733253153248,44.11728388580818,44.11728388580818,153.26062301741237,190.2023665260392,178.7312138106918,161.2687861893082
1.0333333333333332,10,-4.0808777196693535,-3.9042497805981373,-3.6848990707560416,-3.4185804944615024,-3.123326688104889,-2.796940999858467,-2.448873811041143,-2.1050940721049125,-1.1543849592719289,-1.1113967300281793,45.15965052916645,45.15965052916645,217.5803574563407,122.81684832247186,180.4762928145161,159.52370718548386
1.0666666666666667,10,-4.124457984353749,-3.9448381364567258,-3.7211483443309463,-3.449568723163308,-3.1478035276531804,-2.814296967203768,-2.4595320896762156,-2.1091706695408,-1.1429415399980547,-1.1004457382461998,45.37394212432521,45.37394212432521,191.9346701289663,146.5002705040872,182.18680204969837,157.81319795030163
1.1,10,-4.603974113973539,-4.407318576553234,-4.166175158919534,-3.874940619439408,-3.5526972980080807,-3.2001353857247308,-2.826775479104196,-2.4578519230761255,-1.1671395950324817,-1.1092419364759523,45.34659976189797,45.34659976189797,207.78221455464927,132.45584996329896,183.85155728710023,156.1484427128997
1.1333333333333333,10,-4.6440084963937895,-4.451519743909739,-4.213465522131932,-3.9242657081863115,-3.6033562683976994,-3.252006036610955,-2.8801295753184473,-2.5132854267782347,-1.1694012696328788,-1.0832344462538068,45.238533820376,45.238533820376,190.58530935440336,150.84718544091714,185.5546740255137,154.44532597448628
1.1666666666666667,10,-4.656270247761998,-4.458173944435695,-4.21333425340041,-3.91723930262268,-3.58918056737153,-3.230394093351782,-2.8517780321832045,-2.4791153985013596,-1.1971504975183436,-1.0534962031187458,45.1746557783892,45.1746557783892,194.46742622371633,145.5330961867383,187.2817167476736,152.71828325232644
1.2,10,-4.695937823049766,-4.487985591329647,-4.2332350074471,-3.926858165728354,-3.5879414326969883,-3.219011803785336,-2.8314618022265106,-2.4505532855162904,-1.164967410489007,-1.0856027905113086,45.16966458600201,45.16966458600201,152.75969288075677,188.72090304481628,188.84971929970436,151.15028070029567
1.2333333333333334,10,-4.700687451562693,-4.484439474681765,-4.220854356019097,-3.905050884252156,-3.5572560923959546,-3.1805813173417787,-2.7862103110080714,-2.3995334382825826,-1.128263423414614,-1.0720762421682162,45.11795968028891,45.11795968028891,166.37081459561446,174.33421901153412,190.3045919867742,149.6954080132258
1.2666666666666666,10,-4.685813418761678,-4.462930241848422,-4.192007419770957,-3.869274605299693,-3.5154727952122604,-3.133716620253968,-2.735602586559439,-2.3474045383091644,-1.0871611763670637,-1.0365573236644985,45.04879960929616,45.04879960929616,176.25755052974802,164.2775585927958,191.64014307336373,148.35985692663627
1.3,10,-4.688433941447478,-4.461058369213807,-4.185650217080582,-3.859120640166993,-3.502256512233754,-3.1186999156423596,-2.7210530298913005,-2.335108632241723,-1.0543222325833312,-0.9965968202028026,45.06757033975458,45.06757033975458,177.78095991327618,161.86870764632582,192.77570052304264,147.22429947695736
1.3333333333333333,10,-4.699269279334454,-4.46742874584802,-4.187912903050247,-3.8579288101277616,-3.4986565341756917,-3.1149332012102944,-2.7192577477960613,-2.3370094493139852,-1.059358103658845,-0.9901404553456528,45.10439116957847,45.10439116957847,223.9852783147961,114.62686519037673,193.55621329304597,146.44378670695403
1.3666666666666667,10,-4.715890643444669,-4.479503498653085,-4.195751741745016,-3.8625275569647153,-3.5021073833037226,-3.119419213057416,-2.726936076571449,-2.349702038685227,-1.0784899936203711,-1.0132426765286127,45.08956759167216,45.08956759167216,233.3340177106381,106.89742668210386,193.3226374863563,146.6773625136437
1.4,10,-4.750778452060028,-4.509817437098128,-4.22207916830776,-3.886924582166321,-3.5265736101371505,-3.1461523570099876,-2.7582245227692135,-2.387427870909351,-1.0465859640947284,-0.9746787043023735,45.08311408043863,45.08311408043863,204.33174091536375,135.9823399178352,192.38003166536245,147.61996833463752
1.4333333333333333,10,-4.701831657714308,-4.445630363260962,-4.146022517947246,-3.802443615825907,-3.4370775316699786,-3.0557512550286905,-2.6717442351066176,-2.313366946947093,-1.1537768099125616,-1.0875842647665923,45.11403756703944,45.11403756703944,250.4187845581193,91.41303132040879,190.7942297693885,149.2057702306115
1.4666666666666666,10,-4.815061497689019,-4.536119691182566,-4.217408099804129,-3.85895543398141,-3.483890140161482,-3.0998140322872443,-2.727164287715317,-2.3871752573927925,-1.1735511302614987,-1.0871449630397931,45.12631379132005,45.12631379132005,215.61533343514475,127.33632392356441,188.15134377194016,151.84865622805984
1.5,10,-4.875405276171594,-4.5771193156681615,-4.243143093036016,-3.8750036004621053,-3.497334434245177,-3.125275701664454,-2.772003148427949,-2.455798777980497,-1.2277731805901655,-1.077711578053762,45.11431198503902,45.11431198503902,204.4939940153522,136.32876802367431,186.1465804129548,153.8534195870452
1.5333333333333332,10,-4.8327859552909,-4.52180926320513,-4.180377231225821,-3.811922000282398,-3.4476795603070265,-3.0957215123740323,-2.76617964434706,-2.4793258988421356,-1.2051449974864683,-1.0953982702409495,45.17522743117586,45.17522743117586,211.66998945888724,126.47971329761641,183.9231154702764,156.07688452972363
1.5666666666666667,9,-4.707405558080462,-4.392739776483875,-4.053701446374126,-3.6994756196390544,-3.3545429066136787,-3.0240711877606605,-2.7190793026815436,-2.447984491325338,-1.1960351851034994,-1.2711197023612644,45.22913651930938,45.22913651930938,168.13469050052964,168.94695573621692,183.9231154702764,156.07688452972363
1.6,9,-4.577948126051792,-4.265364797613898,-3.9398155278510005,-3.6044727044235794,-3.2805042399885114,-2.9737801622270457,-2.684031413670715,-2.4260130531349082,-1.1856973390096375,-1.3704521685466968,45.26319766995887,45.26319766995887,177.71341712936518,161.41986408810973,180.84681925159165,159.15318074840835
1.6333333333333333,9,-4.451554209324815,-4.152156965456365,-3.8462647078589534,-3.5340482953366124,-3.237488313123486,-2.948749299127309,-2.675134390923812,-2.434505157813171,-1.1803210807748927,-1.4720799592254665,45.322851988390696,45.322851988390696,173.0232327846917,166.50593398148843,178.51794698308888,161.48205301691112
1.6666666666666667,9,-4.332372126156099,-4.052014123497293,-3.768573139345359,-3.4832928255587072,-3.204320884857249,-2.9312600709680807,-2.6741906118458694,-2.443821164753363,-1.2027396580249858,-1.5760359120390235,45.5122835298505,45.5122835298505,151.17997920552784,189.12469388581718,176.05837752245284,163.94162247754713
1.7,9,-4.227324460187818,-3.9678080013409636,-3.708994092900812,-3.4397755933686813,-3.1747634161098333,-2.9157483386161833,-2.666886882071761,-2.442971790006294,-1.3327062097577915,-1.7042032621747638,46.244015323541085,46.244015323541085,116.2798769974476,223.121703874095,173.06068677712506,166.93931322287494
1.7333333333333334,9,-4.140652873391235,-3.905815671626172,-3.6630714735009473,-3.4080433475143357,-3.1573172074695144,-2.906612285306319,-2.664190869578837,-2.445602042805717,-1.4356561418918163,-1.8270547062404554,47.37221683335993,47.37221683335993,119.87296701245732,218.6978404574998,170.701763372179,169.298236627821
1.7666666666666666,9,-4.074389018629428,-3.858193291380708,-3.6325077398768073,-3.3958811190474885,-3.156482318227928,-2.9153392822802977,-2.6819179954399828,-2.4689052816551333,-1.5248161380809884,-1.8980108608815542,48.87551429475732,48.87551429475732,120.81195579782714,217.58002228375634,168.31697608638092,171.68302391361905
1.8,9,-4.033159623354238,-3.8357418510111803,-3.630974265639174,-3.4075902696129425,-3.1797229428246974,-2.949862147783324,-2.7236859154206337,-2.516892063235847,-1.6072387688575622,-1.962241889585878,51.04927572877924,51.04927572877924,119.70203440655284,218.99194052237422,165.71781727358416,174.28218272641584
1.8333333333333333,9,-4.0126407886307005,-3.8371416977112816,-3.646338837344719,-3.435265483469996,-3.219498963794722,-2.9973636975720876,-2.7777111061620237,-2.576919838715887,-1.6788739579849006,-2.0206473270023215,52.68494447856158,52.68494447856158,119.4000026540255,219.41089022513205,163.24397587230095,176.75602412769902
1.8666666666666667,9,-4.038135857126174,-3.8788104559745706,-3.702679910439322,-3.5065645146621787,-3.300652884745329,-3.087057329292242,-2.8754390328725243,-2.681480539846921,-1.7287171436941655,-2.0040046614458786,54.36613560234825,54.36613560234825,121.94770326064149,216.5970422060183,160.76735325699883,179.23264674300117
1.9,9,-4.064611428465539,-3.9192216654508494,-3.7570647454351818,-3.5698958183275336,-3.371419703207449,-3.164400960391384,-2.957924505817208,-2.768336258214693,-1.7374551059922791,-2.0060994079177554,56.55990082997288,56.55990082997288,132.37986642157256,205.5143770092504,158.03458501772508,181.9654149822749
1.9333333333333333,9,-4.142768407273064,-4.0143832017196175,-3.863485240073585,-3.6859677220809246,-3.496284093503373,-3.2962833205560003,-3.095857780491418,-2.912014698136861,-1.7476095064790536,-1.9694981762932868,58.071192696497874,58.071192696497874,125.01329182116966,212.63009652398364,155.26901804190862,184.73098195809135
1.9666666666666666,9,-4.236824075847563,-4.119728602488543,-3.978388168781784,-3.8093562216587022,-3.6261357229607025,-3.4313418606665227,-3.235463879584194,-3.05522701349083,-1.796528404546518,-1.94459603261254,59.443604754727126,59.443604754727126,105.7933290833146,231.3437069494372,152.62040306600466,187.37959693399532
2.0,9,-4.26766273264246,-4.15560838666417,-4.017703267826403,-3.8501949976622702,-3.6670863958658684,-3.4710646499320985,-3.2728659580187687,-3.0896651582305505,-1.7955527102357949,-1.8939616900494354,60.98142067536766,60.98142067536766,115.49971509478662,221.51540115427338,150.01060511037878,189.9893948896212
2.033333333333333,9,-4.3394852250432985,-4.233306916609076,-4.0990529233635975,-3.9335753354341128,-3.7510977571450077,-3.554408400145979,-3.354769482058191,-3.1695409183117427,-1.7534524953791335,-1.861028458434896,61.83830055011728,61.83830055011728,127.97797525481,209.66709820526776,147.36421372441123,192.6357862755888
2.0666666666666664,9,-4.404701739284541,-4.3012299965225145,-4.167879731203493,-4.001629102855513,-3.8168640196949406,-3.6170931223360414,-3.413922720298693,-3.2246338712689475,-1.6913142535071914,-1.795403636251617,62.47750143026493,62.47750143026493,151.54038293534256,187.13939978420916,145.0588402939939,194.9411597060061
2.1,9,-4.409603846951564,-4.301976004640332,-4.162205254992918,-3.9880388805945524,-3.7949355317755673,-3.5867526261067653,-3.375096829521362,-3.1790891097981664,-1.6257128653132091,-1.731672958911131,63.03439304384696,63.03439304384696,153.7482781148966,185.29728041672388,143.2854628757879,196.7145371242121
2.1333333333333333,9,-4.4173931110161355,-4.3037460742261295,-4.156223395580687,-3.9737829336331787,-3.7722206641193923,-3.5556070643865354,-3.3376943759021183,-3.1384109945525864,-1.55819027934918,-1.7413625968222877,63.26915071029948,63.26915071029948,131.81354870135567,206.8027218772086,142.38024649398344,197.61975350601656
2.1666666666666665,9,-4.430392857514865,-4.309402003671599,-4.153697027063582,-3.962818332705411,-3.7527281309123817,-3.5298742304871267,-3.309129169346079,-3.1113706717269407,-1.6547438435437507,-2.026968214048923,63.27670644018509,63.27670644018509,211.35530398011517,128.88198062353828,143.52326807315313,196.47673192684687
2.2,9,-4.384651094391113,-4.247413361107528,-4.07549574682071,-3.8687475741355923,-3.6466530337894136,-3.4175232694322935,-3.1981416583484874,-3.0155711601884505,-2.0012100144951765,-2.4544602140379355,63.25042242203494,63.25042242203494,254.51432721587028,86.7454879122313,144.43859173541566,195.56140826458437
2.2333333333333334,9,-4.331484752189632,-4.180441368237459,-3.994779987615181,-3.7778726610784847,-3.5507993218148313,-3.323792662609505,-3.118963438170466,-2.946923594370863,-2.0046174728647,-2.518745096595647,63.2425352507355,63.2425352507355,189.0408280196759,151.1570652165412,145.78551988522582,194.21448011477415
2.2666666666666666,9,-4.251169510539134,-4.08135238731574,-3.8812041149093357,-3.656495551874521,-3.430567990233328,-3.2210431789722422,-3.0294049399256178,-2.8710039035473756,-2.1215981901993626,-2.5279039390892,63.16477350995648,63.16477350995648,219.04352693187187,120.93966306031896,149.33046215167786,190.6695378483221
2.3,9,-4.2113181997615845,-4.032192826567359,-3.827290339412306,-3.604435479512265,-3.391388186793476,-3.1915650863336493,-3.009585728448772,-2.865109921498936,-2.297884802593087,-2.5766024563700736,63.05158815694334,63.05158815694334,232.39637492726152,107.55861081403643,152.17895994879265,187.82104005120732
2.3333333333333335,9,-4.139683786212301,-3.9545584190920566,-3.7509352796015447,-3.5423589712214048,-3.3402793413217235,-3.151639783239653,-2.986491989622632,-2.852202000149419,-2.3622484036156104,-2.5887257157443733,62.95711960174546,62.95711960174546,208.76452095674074,133.93349774410078,155.70063271916246,184.29936728083757
2.3666666666666667,9,-4.0742328081024874,-3.8896858395289806,-3.6994856455278127,-3.501486567003913,-3.3103444133688784,-3.1380922647195684,-2.9828248078658475,-2.8565739110080464,-2.447967871827368,-2.649678675743479,62.66659578158524,62.66659578158524,216.80810948036327,125.86992009520387,161.48331378763584,178.51668621236414
2.4,9,-3.9409150668971513,-3.7750341284691613,-3.5995956774126485,-3.4182409848851254,-3.256260209608363,-3.103792344764707,-2.9683271704578917,-2.867044452338588,-2.4810937603963783,-2.6505543027949527,62.04206072537576,62.04206072537576,198.45589040309284,141.00074588999544,165.52626555248716,174.47373444751284
2.433333333333333,9,-3.824718417795066,-3.6731475841064425,-3.51407604626365,-3.362135078378956,-3.22011814692738,-3.087702894147232,-2.9773796955952085,-2.8894998592114156,-2.4832186959538265,-2.7323268298402987,60.84080239764061,60.84080239764061,159.99280876710438,178.2217528313155,169.13698812713545,170.86301187286452
2.466666666666667,9,-3.7269482652428785,-3.5894738766737593,-3.455070285729726,-3.3195474629707915,-3.1932417317845285,-3.0787128518587634,-2.976477017671046,-2.893028842142478,-2.4985649675225843,-2.736997364342495,58.263891800036426,58.263891800036426,196.6399640180576,144.56697059527104,173.3067205364161,166.69327946358388
2.5,9,-3.714420813276499,-3.592434535599576,-3.4674065692999694,-3.339548493089377,-3.2183320919102876,-3.1029085186850773,-2.9969987982674136,-2.906193755372097,-2.5631084986577846,-2.7806729711648956,55.9320196443191,55.9320196443191,223.20571806636175,118.72924982980888,175.9732996602432,164.0267003397568
2.533333333333333,9,-3.7010867683825595,-3.589908764379177,-3.4742381991415527,-3.354034633632476,-3.2335012799741536,-3.1156597695035995,-3.0037284283200423,-2.907431306301862,-2.6438201131533536,-2.8222110159613023,53.52631775286317,53.52631775286317,232.54795188785408,111.11654026719238,178.16692270531607,161.8330772946839
2.5666666666666664,9,-3.6630896563817616,-3.5662202436549775,-3.465999629453564,-3.3517706491214936,-3.2334100001160158,-3.1147271104817627,-3.000586184182991,-2.9016152493254133,-2.689107453310472,-2.8257746957403924,49.87817447239286,49.87817447239286,224.7797312560811,119.78417070055018,180.1533584566393,159.8466415433607
2.6,9,-3.63450463875279,-3.5558310475711004,-3.4634540409499577,-3.3530088159324203,-3.23555364126467,-3.115725681227498,-2.999802262760551,-2.898631420976454,-2.7227608146360978,-2.8322570457407976,46.9012948499068,46.9012948499068,221.40701836074263,122.92784560697234,180.74222779600672,159.25777220399328
2.6333333333333333,9,-3.628150253275485,-3.5547638622460127,-3.463854642790044,-3.35153944874041,-3.2310978597370905,-3.1079516010585237,-2.98846670618721,-2.886373513192098,-2.7538132866613183,-2.8252215145420543,43.70659080927688,43.70659080927688,219.5940816744808,123.09087136765909,180.72003388675225,159.27996611324775
2.6666666666666665,9,-3.6258907705048955,-3.5548283643742016,-3.4629519147598655,-3.3481595706838823,-3.224786812525502,-3.098433841604021,-2.9782117220048967,-2.87651553136971,-2.7417392683241304,-2.8440906872352296,39.15854520762333,39.15854520762333,177.33395980579922,162.01885018971709,180.1907434950206,159.8092565049794
2.7,9,-3.6666733419103696,-3.585454371040817,-3.4851310934180306,-3.362444513432541,-3.2313544892472814,-3.1029416311281803,-2.9832400276600395,-2.8840473601876666,-2.733958405216366,-2.838888099936886,35.965653265092854,35.965653265092854,168.45606497999032,167.97307855465286,179.47973544948053,160.52026455051947
2.7333333333333334,9,-3.703553972248268,-3.6134011744046246,-3.5047084281978105,-3.3738475674721524,-3.2405615929960385,-3.112685444418351,-2.9956368597502525,-2.8996697599717205,-2.7314371219077036,-2.8604385770218723,33.28190476865061,33.28190476865061,162.8650671687226,173.72879838213686,178.71220512690772,161.28779487309225
2.7666666666666666,9,-3.8918030496500693,-3.786372729593059,-3.663015238225179,-3.5276828096360324,-3.394574732785056,-3.2706675661832234,-3.158958400300193,-3.0689232271950155,-2.726016845633752,-2.8550444610599013,30.302184874039355,30.302184874039355,185.05841178254198,155.16376786785725,177.76381274792976,162.23618725207024
2.8,9,-4.114792753105934,-3.9929089852469897,-3.864368870470617,-3.7290216825661133,-3.6000897418958218,-3.4818201420553407,-3.376314621690355,-3.2941720468256666,-2.7410707657521534,-2.8541970834020503,28.338691709047986,28.338691709047986,202.04959581285388,137.76877733488593,176.679823926877,163.320176073123
2.8333333333333335,9,-4.151792271731596,-4.026752865770012,-3.8986816000800015,-3.7666709698896543,-3.6418781590539755,-3.5278248501142118,-3.427240816786001,-3.3504809842965937,-2.7439016183244744,-2.859764653345926,26.6296957260104,26.6296957260104,189.96885152385667,150.27646878167153,175.52769543521367,164.4723045647863
2.8666666666666667,9,-4.137889768497682,-4.013405581762764,-3.8871285603311403,-3.7571450433610565,-3.634225612811223,-3.5220716439301745,-3.4232428934117936,-3.3479481669281617,-2.7912738916885007,-2.8628766257043425,24.969000626709256,24.969000626709256,135.5963160026813,206.561315724054,174.39630805647982,165.60369194352018
2.9,9,-4.124096612696715,-4.001457464341459,-3.877273571480517,-3.74926290499152,-3.6283581879741504,-3.518075379810078,-3.420823874695693,-3.3467186715985004,-2.813871376404427,-2.886671218837609,24.23540237644368,24.23540237644368,146.23383863078755,194.96538542593171,173.3142524206961,166.6857475793039
2.933333333333333,9,-4.113957695774063,-3.9933205767265285,-3.87100855920659,-3.74491392896382,-3.6257601173943588,-3.5169127468927153,-3.4207017369674126,-3.3472820177807163,-2.894297760210542,-2.8967577361707595,23.868079207681436,23.868079207681436,120.95997634193048,218.6896207553131,172.09658414894793,167.90341585105207
2.966666666666667,9,-4.102484619925965,-3.984803203901997,-3.8657345231608273,-3.7429165677883587,-3.626806171219534,-3.5205664157040637,-3.426538585742434,-3.3552550385463213,-2.914540418680992,-2.9101471586567382,23.843082349673097,23.843082349673097,144.38647610448183,193.63134800417112,170.90549947948205,169.09450052051795
