time,current_q,ref_q_current,predicted_ca_cb_at_tau,true_ca_cb_at_tau,selected_tau,r2_scores
5.69999999943,[84.47421942939846],[84.47421942939846],"[121.88975141124705, 218.78258732311235]","[157.0006445978301, 182.9993554021699]",1,{'1': -2.989024849309976}
5.73333333276,[84.37930398087109],[84.37930398087109],"[144.3093672839484, 196.0872269601904]","[155.4451752158717, 184.55482478412827]",1,{'1': -3.0732481975559}
5.76666666609,[84.23383264024362],[84.23383264024362],"[164.01767235376101, 178.17789196378223]","[153.9999926660499, 186.00000733395007]",1,{'1': -3.0245644393595468}
5.79999999942,[84.025930182648],[84.025930182648],"[135.17047678751794, 207.2884151947765]","[153.51892398976327, 186.48107601023676]",1,{'1': -3.026846209597484}
5.83333333275,[83.22292326215721],[83.22292326215721],"[166.90938555656115, 171.04439016492216]","[153.676940802282, 186.323059197718]",1,{'1': -3.0064200926339453}
5.8666666660799995,[81.97644135993131],[81.97644135993131],"[153.65595594900535, 190.6195838254888]","[154.31206082306366, 185.68793917693637]",1,{'1': -3.0229958604840617}
5.89999999941,[80.35022737461316],[80.35022737461316],"[147.33318723844332, 199.112903320641]","[155.9973881152915, 184.0026118847085]",1,{'1': -2.999719838157161}
5.93333333274,[77.98034386226148],[77.98034386226148],"[161.67415465800448, 184.42592873855915]","[157.05912426969434, 182.9408757303057]",1,{'1': -2.9923361693500135}
5.96666666607,[76.04321445678747],[76.04321445678747],"[168.90314341667454, 173.46320346462556]","[158.34229809867767, 181.65770190132235]",1,{'1': -2.967311702399624}
5.9999999994,[73.95176756807633],[73.95176756807633],"[158.12706043226692, 181.68140313491313]","[160.87462347570894, 179.12537652429106]",1,{'1': -2.9130210561508307}
6.03333333273,[70.98954728085708],[70.98954728085708],"[163.18423743601303, 176.07367042727446]","[162.20925242510077, 177.79074757489923]",1,{'1': -2.8862861895509013}
6.06666666606,[68.82095294292577],[68.82095294292577],"[176.66203808461904, 161.1737941955423]","[163.36644155952715, 176.63355844047285]",1,{'1': -2.884165555523022}
6.09999999939,[66.77837080914804],[66.77837080914804],"[167.10190492611764, 171.49554402242393]","[165.6070505114317, 174.39294948856826]",1,{'1': -2.8836455626221897}
6.1333333327199995,[64.01939818241495],[64.01939818241495],"[182.65771974650008, 158.48693664613432]","[166.89716079561023, 173.10283920438974]",1,{'1': -2.900914906096793}
6.16666666605,[61.896461674110455],[61.896461674110455],"[186.63646111822678, 157.96389681934204]","[167.8975404251344, 172.1024595748656]",1,{'1': -2.9248563907615712}
6.19999999938,[59.9682134802796],[59.9682134802796],"[203.08658397079336, 142.12276846176547]","[169.42968812648886, 170.57031187351114]",1,{'1': -2.8803447501940256}
6.23333333271,[57.75349113139573],[57.75349113139573],"[200.29431559544895, 141.18637223513647]","[169.84904943991936, 170.15095056008064]",1,{'1': -2.908496711333344}
6.26666666604,[56.39756695135634],[56.39756695135634],"[211.0807755676522, 125.69787178448361]","[170.52311399806538, 169.47688600193462]",1,{'1': -2.963621320565605}
6.29999999937,[54.96086023946015],[54.96086023946015],"[211.46984929567816, 127.78990462162356]","[170.57554694398607, 169.4244530560139]",1,{'1': -3.0452498397030237}
6.3333333327,[54.05187641206518],[54.05187641206518],"[211.07116753712796, 132.5153280926913]","[170.17243539685953, 169.82756460314047]",1,{'1': -3.0731971589053417}
6.3666666660299995,[53.5075767047217],[53.5075767047217],"[185.08448250180857, 157.03019162401566]","[169.47562214384612, 170.52437785615385]",1,{'1': -3.0874136728902277}
6.39999999936,[53.280392212395554],[53.280392212395554],"[114.77096646459164, 226.12722067544647]","[168.81084864310705, 171.18915135689295]",1,{'1': -3.1762009100311595}
6.43333333269,[53.15920746864629],[53.15920746864629],"[114.40081454128743, 226.40183047310464]","[168.08548979681575, 171.91451020318425]",1,{'1': -3.2615220005549928}
6.46666666602,[53.14823725414101],[53.14823725414101],"[107.62470864634132, 232.69682164351406]","[167.46975281201293, 172.53024718798704]",1,{'1': -3.3639108448112323}
6.49999999935,[53.179258567029706],[53.179258567029706],"[106.78315756513041, 233.60716366887394]","[167.01570207413965, 172.98429792586035]",1,{'1': -3.448136705866961}
6.53333333268,[53.17652880751989],[53.17652880751989],"[103.87371009469135, 236.61302768322835]","[166.70263214129992, 173.29736785870006]",1,{'1': -3.5735783590944985}
6.56666666601,[53.17055857178732],[53.17055857178732],"[107.09076560531264, 233.227002861588]","[166.58491353418978, 173.41508646581022]",1,{'1': -3.705367397900079}
6.59999999934,[53.11901990346976],[53.11901990346976],"[108.91106225277797, 231.98363640620977]","[166.55492240582993, 173.44507759417007]",1,{'1': -3.834750468401145}
6.6333333326699995,[53.08703331342705],[53.08703331342705],"[93.51634196838538, 248.7042185510598]","[166.55344807276722, 173.44655192723275]",1,{'1': -4.048366624831818}
6.666666666,[53.05458870266743],[53.05458870266743],"[88.86929574286525, 254.40465383965355]","[166.38898260424114, 173.61101739575886]",1,{'1': -4.297149013218079}
6.69999999933,[53.04493986578281],[53.04493986578281],"[69.5387992469802, 273.800851605696]","[166.15182903664362, 173.84817096335638]",1,{'1': -4.666813729323224}
6.73333333266,[53.02088730311315],[53.02088730311315],"[70.09957709565373, 273.8262976739561]","[165.816599186889, 174.183400813111]",1,{'1': -5.040255689044137}
6.76666666599,[52.97306273363523],[52.97306273363523],"[65.7577240650384, 278.52267342327923]","[165.28496898897706, 174.71503101102294]",1,{'1': -5.456808977484153}
6.79999999932,[52.97892416913436],[52.97892416913436],"[64.91806541956005, 279.47055863512037]","[164.71679361765626, 175.28320638234374]",1,{'1': -5.878253658926931}
6.83333333265,[52.94249457509751],[52.94249457509751],"[69.76053540575087, 274.40766803257213]","[164.05748480032395, 175.94251519967605]",1,{'1': -6.253268283659532}
6.8666666659799995,[52.88240977724829],[52.88240977724829],"[75.16392475379793, 269.03689625791424]","[163.2782448275327, 176.72175517246728]",1,{'1': -6.586000297876283}
6.899999999309999,[52.82046976851338],[52.82046976851338],"[66.63372829487362, 278.3273504086613]","[162.40757741621948, 177.59242258378052]",1,{'1': -6.971788939387983}
6.93333333264,[52.75294533759009],[52.75294533759009],"[100.61440487438254, 245.04349231226448]","[161.5771596493552, 178.4228403506448]",1,{'1': -7.134865086043957}
6.96666666597,[52.58614983938199],[52.58614983938199],"[113.44603043732225, 234.5906008696989]","[160.93299476774052, 179.06700523225945]",1,{'1': -7.2194945101802865}
6.9999999993,[52.212025805994905],[52.212025805994905],"[107.19108560043941, 239.72988058532147]","[160.2123449609956, 179.7876550390044]",1,{'1': -7.310493886939021}
7.03333333263,[51.81168682517435],[51.81168682517435],"[95.74192295095641, 247.19931489075447]","[159.7354430296598, 180.2645569703402]",1,{'1': -7.454693583786861}
7.06666666596,[51.19543890446179],[51.19543890446179],"[137.35446264596962, 198.7575412345077]","[159.97029062743326, 180.02970937256674]",1,{'1': -7.471385235893058}
7.09999999929,[50.07334631758767],[50.07334631758767],"[177.6268378951643, 160.2832538793231]","[160.00128145522623, 179.99871854477374]",1,{'1': -7.4896822847485165}
7.1333333326199995,[49.08339140301226],[49.08339140301226],"[184.39423377336072, 149.7375546125759]","[160.75635510044688, 179.2436448995531]",1,{'1': -7.52745956794017}
7.16666666595,[47.58816729120321],[47.58816729120321],"[188.78247573332223, 144.30947940869046]","[161.15295342530206, 178.8470465746979]",1,{'1': -7.575738123918063}
7.19999999928,[46.34492557411323],[46.34492557411323],"[199.9997130123439, 133.53974640586407]","[161.72343970100698, 178.276560298993]",1,{'1': -7.649688672837124}
7.23333333261,[44.97599900610808],[44.97599900610808],"[204.12829338928827, 131.48770832542553]","[163.14488746726212, 176.85511253273788]",1,{'1': -7.723036930659843}
7.26666666594,[43.01812279222396],[43.01812279222396],"[151.96313465424345, 195.20120850167197]","[163.76524418005943, 176.23475581994057]",1,{'1': -7.727602100298116}
7.29999999927,[41.58057584325684],[41.58057584325684],"[159.4160456506604, 186.7516514389677]","[164.1915616791568, 175.80843832084318]",1,{'1': -7.719930754015008}
7.3333333326,[40.27941173246767],[40.27941173246767],"[163.6074043310504, 180.92174214947087]","[165.1743437762172, 174.8256562237828]",1,{'1': -7.707348649734302}
7.3666666659299995,[38.60173465183818],[38.60173465183818],"[170.73988820078685, 172.35012055999294]","[165.46473895341302, 174.53526104658695]",1,{'1': -7.701215314392552}
7.399999999259999,[37.40409451489533],[37.40409451489533],"[165.92353095224092, 175.4779429112997]","[165.69219141397716, 174.30780858602284]",1,{'1': -7.70350345465296}
7.43333333259,[36.24818783689241],[36.24818783689241],"[150.48708764995328, 187.28039577636028]","[166.06926740389684, 173.93073259610316]",1,{'1': -7.738620115147777}
7.46666666592,[34.95757139302049],[34.95757139302049],"[150.0005348036609, 179.2635870032472]","[165.8833734398678, 174.11662656013218]",1,{'1': -7.800344072220865}
7.49999999925,[34.148401066623435],[34.148401066623435],"[137.0254148333338, 194.65546598058978]","[165.7164047689001, 174.2835952310999]",1,{'1': -7.910420822652606}
7.53333333258,[33.401068329964616],[33.401068329964616],"[147.71971903514233, 184.69449964790488]","[165.59860426855408, 174.40139573144592]",1,{'1': -7.992532753764907}
7.56666666591,[32.676871261315526],[32.676871261315526],"[146.58611029734385, 188.43303907956553]","[165.18701038884186, 174.81298961115814]",1,{'1': -8.221782573153625}
7.59999999924,[32.26410106149218],[32.26410106149218],"[145.79997602098805, 189.14509733712617]","[164.78075933559657, 175.21924066440343]",1,{'1': -8.513751240510697}
7.6333333325699995,[31.92244601468001],[31.92244601468001],"[138.99933612169957, 195.4748339679406]","[164.500432973669, 175.499567026331]",1,{'1': -8.955103529970618}
7.6666666659,[31.58145805056237],[31.58145805056237],"[133.40111924846283, 200.49071670474024]","[164.15014082382424, 175.84985917617576]",1,{'1': -9.542293553086324}
7.69999999923,[31.36589317854516],[31.36589317854516],"[124.51748096247567, 209.72556370282686]","[163.84239775467177, 176.15760224532823]",1,{'1': -10.385332867397025}
7.73333333256,[31.207127511404927],[31.207127511404927],"[117.86609453637503, 216.5140620492802]","[163.80661512713618, 176.19338487286382]",1,{'1': -11.447981516007555}
7.76666666589,[30.95268604604778],[30.95268604604778],"[116.93192184112218, 216.9701949192899]","[163.818923377862, 176.181076622138]",1,{'1': -12.842066164716861}
7.79999999922,[30.736969142695887],[30.736969142695887],"[111.43408491820144, 222.00188556303272]","[163.90113704725528, 176.09886295274472]",1,{'1': -14.386338785926013}
7.83333333255,[30.548812214730678],[30.548812214730678],"[104.73944950301109, 228.2430909081147]","[164.2477732168664, 175.75222678313358]",1,{'1': -16.100300966314666}
7.8666666658799995,[30.269358833600624],[30.269358833600624],"[112.87733855837155, 219.99528149475]","[164.8226496579863, 175.1773503420137]",1,{'1': -17.533197521662945}
7.899999999209999,[30.02062166445795],[30.02062166445795],"[107.83425325815894, 224.5250786702392]","[166.14867138186804, 173.85132861813196]",1,{'1': -18.790490367793137}
7.93333333254,[29.60742947533376],[29.60742947533376],"[105.32627816682364, 226.23705386273514]","[167.98558911489417, 172.0144108851058]",1,{'1': -19.86661834594156}
7.96666666587,[29.183613035949136],[29.183613035949136],"[113.90466353791751, 216.2089710936623]","[170.26148535537803, 169.73851464462197]",1,{'1': -20.458662746131644}
7.9999999992,[28.773336827141467],[28.773336827141467],"[106.3461952731272, 225.0785425112516]","[173.09153234945822, 166.90846765054175]",1,{'1': -20.947544513933433}
8.03333333253,[28.329605083996597],[28.329605083996597],"[110.28229668004667, 221.15639568886203]","[176.36930619403935, 163.63069380596065]",1,{'1': -21.11437173948011}
8.06666666586,[27.933911436451435],[27.933911436451435],"[120.64982493210276, 210.620553209817]","[179.72805066571297, 160.27194933428703]",1,{'1': -21.190215139933407}
8.09999999919,[27.58922367050081],[27.58922367050081],"[126.54556223026022, 205.77079807716208]","[182.89931222427367, 157.1006877757263]",1,{'1': -21.088555583214738}
8.13333333252,[27.361650311462547],[27.361650311462547],"[132.9392303269441, 199.65555677580468]","[185.8348993859171, 154.1651006140829]",1,{'1': -20.59769928132496}
8.16666666585,[27.31353471458774],[27.31353471458774],"[124.60203565083545, 207.02645694481524]","[188.70984891828792, 151.29015108171208]",1,{'1': -19.802613964348808}
8.19999999918,[27.317504505636165],[27.317504505636165],"[112.65119550537564, 218.8072558997206]","[191.60640716761057, 148.39359283238943]",1,{'1': -19.195069044574552}
8.23333333251,[27.311658332812627],[27.311658332812627],"[189.85179038535438, 157.62048680517861]","[194.4111807061669, 145.5888192938331]",1,{'1': -18.259705850451162}
8.266666665839999,[27.34914129108325],[27.34914129108325],"[146.9057734234575, 191.1688646440509]","[196.7594799698577, 143.2405200301423]",1,{'1': -17.469394980033815}
8.29999999917,[27.440495116499253],[27.440495116499253],"[159.32984479467498, 170.1702887968557]","[198.23270395893584, 141.76729604106418]",1,{'1': -16.54024747502571}
8.3333333325,[27.765378380985105],[27.765378380985105],"[169.67799524393058, 174.81716232316512]","[198.72661360528755, 141.27338639471242]",1,{'1': -15.871789967485618}
8.36666666583,[28.395684227030017],[28.395684227030017],"[154.08283759658318, 187.3761431628792]","[197.85159062754104, 142.14840937245896]",1,{'1': -15.290992843648269}
8.39999999916,[29.598742712528274],[29.598742712528274],"[194.13118430460966, 142.51489296599763]","[194.2440169409744, 145.7559830590256]",1,{'1': -14.998136117622542}
8.43333333249,[32.30313149193487],[32.30313149193487],"[237.66594241895723, 107.26433268038056]","[190.4913067787304, 149.5086932212696]",1,{'1': -15.02954893669164}
8.46666666582,[34.88573489706406],[34.88573489706406],"[229.6286882851839, 113.60742662671625]","[186.3133226230565, 153.68667737694346]",1,{'1': -15.21453972533319}
8.499999999149999,[37.625772151184194],[37.625772151184194],"[208.41512356386218, 122.85016909902126]","[180.42665651019632, 159.57334348980368]",1,{'1': -16.00670361930073}
8.53333333248,[41.42072857867435],[41.42072857867435],"[193.10936271063827, 145.9277554970028]","[175.63492030258695, 164.36507969741305]",1,{'1': -16.931123402500976}
8.56666666581,[44.32062435442447],[44.32062435442447],"[172.42623194888586, 170.96113100205378]","[170.59303198333723, 169.40696801666274]",1,{'1': -17.928077035457743}
8.59999999914,[47.27081805335752],[47.27081805335752],"[116.20510998819871, 221.76311969133732]","[164.6972558642857, 175.3027441357143]",1,{'1': -18.889788004806974}
8.63333333247,[50.7573077441729],[50.7573077441729],"[164.29988734547607, 172.63235767360945]","[160.6163788653012, 179.38362113469876]",1,{'1': -18.65922772979783}
8.6666666658,[52.83590700493437],[52.83590700493437],"[153.93740251780912, 187.85547763735457]","[156.94330621874045, 183.05669378125955]",1,{'1': -18.18242741610916}
8.69999999913,[54.49482210248139],[54.49482210248139],"[141.6175494384901, 196.83722151893804]","[153.48351190088502, 186.51648809911495]",1,{'1': -17.567542132250225}
8.733333332459999,[55.91040933442712],[55.91040933442712],"[155.75279356830538, 183.6844974857645]","[151.0429434718463, 188.9570565281537]",1,{'1': -16.788813274403534}
8.76666666579,[56.43909759433114],[56.43909759433114],"[160.80526391647976, 173.416953354613]","[149.0205208278389, 190.9794791721611]",1,{'1': -15.899633773568226}
8.79999999912,[56.58924907210769],[56.58924907210769],"[148.2913506619118, 190.6434539751189]","[147.3229273169797, 192.67707268302027]",1,{'1': -14.984021645904859}
8.83333333245,[56.46993088694966],[56.46993088694966],"[135.55035090194917, 205.06887485550848]","[145.9137190542988, 194.0862809457012]",1,{'1': -14.178137089746203}
8.86666666578,[56.16560294277296],[56.16560294277296],"[93.59308573328913, 250.47827416903905]","[145.8240720536242, 194.1759279463758]",1,{'1': -13.764866505375364}
8.89999999911,[55.0344034186601],[55.0344034186601],"[123.6363122143333, 213.96652114816285]","[146.64704740670115, 193.35295259329885]",1,{'1': -13.265857042843312}
8.93333333244,[53.28359640427612],[53.28359640427612],"[111.45334864066248, 231.10762766244227]","[148.59883612634889, 191.4011638736511]",1,{'1': -12.949229362089389}
8.96666666577,[50.728954278870766],[50.728954278870766],"[116.46731109217778, 219.52681375619224]","[152.469492492877, 187.53050750712296]",1,{'1': -12.827962667448341}
8.9999999991,[46.7745531509593],[46.7745531509593],"[126.11794430596399, 213.191307773625]","[155.01824020105963, 184.9817597989404]",1,{'1': -12.784613022179862}
9.033333332429999,[43.70795768573518],[43.70795768573518],"[118.52190891511586, 224.83467008296236]","[157.5534946773866, 182.4465053226134]",1,{'1': -12.82473469070808}
9.06666666576,[40.63253178050134],[40.63253178050134],"[117.77970550914162, 221.60525139752284]","[161.53568115759427, 178.4643188424057]",1,{'1': -13.075416126157997}
9.09999999909,[36.56507898770956],[36.56507898770956],"[140.42011375511555, 201.7798763525432]","[164.01982830663405, 175.98017169336595]",1,{'1': -13.325278491677809}
9.13333333242,[33.597643124399355],[33.597643124399355],"[145.02765519983512, 196.03521252487542]","[166.1572356186632, 173.8427643813368]",1,{'1': -13.589011750875992}
9.16666666575,[30.97016056222957],[30.97016056222957],"[230.16464710411856, 107.16048028595415]","[168.820291584833, 171.179708415167]",1,{'1': -14.131087996499993}
9.19999999908,[28.102300776908585],[28.102300776908585],"[198.7162346964148, 133.2145904675801]","[170.3370280320705, 169.6629719679295]",1,{'1': -14.478188906912283}
9.23333333241,[26.21568718913131],[26.21568718913131],"[186.94406000005606, 148.15916901718347]","[171.5979982380894, 168.40200176191058]",1,{'1': -14.71154558287016}
9.266666665739999,[24.60704922066185],[24.60704922066185],"[187.02999607708264, 155.90021043541287]","[172.5364275459946, 167.4635724540054]",1,{'1': -14.912197336076662}
9.29999999907,[23.30246470849293],[23.30246470849293],"[174.60073747279043, 162.63452633119826]","[172.5768532699302, 167.4231467300698]",1,{'1': -15.061391386700368}
9.3333333324,[22.819175755649844],[22.819175755649844],"[149.7378912546173, 188.28870966841282]","[172.52403835868944, 167.47596164131056]",1,{'1': -15.190493127475499}
9.36666666573,[22.55873073396949],[22.55873073396949],"[130.20120633733893, 208.54380942938445]","[172.4848342228956, 167.5151657771044]",1,{'1': -15.38950968541305}
9.39999999906,[22.429490728406783],[22.429490728406783],"[137.48416278183157, 203.1667611025058]","[172.44479664665295, 167.555203353347]",1,{'1': -15.516187223490594}
9.43333333239,[22.42813598870139],[22.42813598870139],"[155.17357422145028, 184.55764963013675]","[172.3489512658454, 167.6510487341546]",1,{'1': -15.555339885648653}
9.46666666572,[22.452728542914908],[22.452728542914908],"[199.29056597745986, 144.0779010590279]","[172.22883707578637, 167.77116292421363]",1,{'1': -15.593000883771197}
9.499999999049999,[22.45707910040816],[22.45707910040816],"[182.29495997100528, 156.57544528774454]","[172.05749363084328, 167.94250636915672]",1,{'1': -15.581128376271181}
9.53333333238,[22.453203352643715],[22.453203352643715],"[188.49257484184784, 151.5264205651171]","[171.76383417054797, 168.23616582945203]",1,{'1': -15.524785658090046}
9.56666666571,[22.486491765383523],[22.486491765383523],"[202.0142965471853, 138.34391779002735]","[171.43520910208483, 168.56479089791517]",1,{'1': -15.525365942469623}
9.59999999904,[22.51267743137682],[22.51267743137682],"[211.20161543944312, 129.74093609022796]","[171.04587277479814, 168.95412722520186]",1,{'1': -15.508624662832304}
9.63333333237,[22.53543006276934],[22.53543006276934],"[214.28153222846302, 126.91358506708781]","[170.62048736467054, 169.37951263532946]",1,{'1': -15.520158495937192}
9.6666666657,[22.55076035175232],[22.55076035175232],"[210.38678897794463, 130.45091665380852]","[170.17602441089332, 169.82397558910668]",1,{'1': -15.524060258722052}
9.69999999903,[22.531582009400893],[22.531582009400893],"[208.0026847343684, 132.45178387504728]","[169.6530495427959, 170.34695045720406]",1,{'1': -15.61898241352307}
9.733333332359999,[22.52567803056509],[22.52567803056509],"[205.10524592431253, 134.91433971473495]","[169.1046766377793, 170.8953233622207]",1,{'1': -15.491930724509285}
9.76666666569,[22.498402904147756],[22.498402904147756],"[200.82012090618957, 138.4408470178146]","[168.43830834241498, 171.56169165758502]",1,{'1': -15.35198248818008}
9.79999999902,[22.504653148466872],[22.504653148466872],"[183.05733930068402, 156.00325947130307]","[167.70466249292895, 172.29533750707105]",1,{'1': -15.097516495945577}
9.83333333235,[22.52426942020367],[22.52426942020367],"[179.46256238019834, 160.11606985324033]","[166.9763428474841, 173.0236571525159]",1,{'1': -14.8306454080904}
9.86666666568,[22.5037392234607],[22.5037392234607],"[152.43673586333207, 184.8580861244302]","[166.17014312162163, 173.82985687837837]",1,{'1': -14.534146091173199}
9.89999999901,[22.519149838789257],[22.519149838789257],"[160.26615217662726, 177.47865442197397]","[165.37559940168416, 174.62440059831582]",1,{'1': -14.252419133665926}
9.93333333234,[22.536434740918484],[22.536434740918484],"[158.57889104559456, 180.46100836887564]","[164.64167394908253, 175.35832605091747]",1,{'1': -13.97807344356139}
9.96666666567,[22.51132396648372],[22.51132396648372],"[148.0227627489077, 195.59447567905298]","[163.85942523044957, 176.14057476955043]",1,{'1': -13.554369160715815}
