time,selected_tau,r2_tau_9,r2_tau_10,current_q_j5,ref_q_current_j5,predicted_ca_j5_at_tau,predicted_cb_j5_at_tau,true_ca_j5_at_tau,true_cb_j5_at_tau
1.7,9,-1.33270621,-1.704203262,46.24401532,46.24401532,116.279877,223.1217039,173.0606868,166.9393132
1.733333333,9,-1.435656142,-1.827054706,47.37221683,47.37221683,119.872967,218.6978405,170.7017634,169.2982366
1.766666667,9,-1.524816138,-1.898010861,48.87551429,48.87551429,120.8119558,217.5800223,168.3169761,171.6830239
1.8,9,-1.607238769,-1.96224189,51.04927573,51.04927573,119.7020344,218.9919405,165.7178173,174.2821827
1.833333333,9,-1.678873958,-2.020647327,52.68494448,52.68494448,119.4000027,219.4108902,163.2439759,176.7560241
1.866666667,9,-1.728717144,-2.004004661,54.3661356,54.3661356,121.9477033,216.5970422,160.7673533,179.2326467
1.9,9,-1.737455106,-2.006099408,56.55990083,56.55990083,132.3798664,205.514377,158.034585,181.965415
1.933333333,9,-1.747609506,-1.969498176,58.0711927,58.0711927,125.0132918,212.6300965,155.269018,184.730982
1.966666667,9,-1.796528405,-1.944596033,59.44360475,59.44360475,105.7933291,231.3437069,152.6204031,187.3795969
2,9,-1.79555271,-1.89396169,60.98142068,60.98142068,115.4997151,221.5154012,150.0106051,189.9893949
2.033333333,9,-1.753452495,-1.861028458,61.83830055,61.83830055,127.9779753,209.6670982,147.3642137,192.6357863
2.066666667,9,-1.691314254,-1.795403636,62.47750143,62.47750143,151.5403829,187.1393998,145.0588403,194.9411597
2.1,9,-1.625712865,-1.731672959,63.03439304,63.03439304,153.7482781,185.2972804,143.2854629,196.7145371
2.133333333,9,-1.558190279,-1.741362597,63.26915071,63.26915071,131.8135487,206.8027219,142.3802465,197.6197535
2.166666667,9,-1.654743844,-2.026968214,63.27670644,63.27670644,211.355304,128.8819806,143.5232681,196.4767319
2.2,9,-2.001210014,-2.454460214,63.25042242,63.25042242,254.5143272,86.74548791,144.4385917,195.5614083
2.233333333,9,-2.004617473,-2.518745097,63.24253525,63.24253525,189.040828,151.1570652,145.7855199,194.2144801
2.266666667,9,-2.12159819,-2.527903939,63.16477351,63.16477351,219.0435269,120.9396631,149.3304622,190.6695378
2.3,9,-2.297884803,-2.576602456,63.05158816,63.05158816,232.3963749,107.5586108,152.1789599,187.8210401
2.333333333,9,-2.362248404,-2.588725716,62.9571196,62.9571196,208.764521,133.9334977,155.7006327,184.2993673
2.366666667,9,-2.447967872,-2.649678676,62.66659578,62.66659578,216.8081095,125.8699201,161.4833138,178.5166862
2.4,9,-2.48109376,-2.650554303,62.04206073,62.04206073,198.4558904,141.0007459,165.5262656,174.4737344
2.433333333,9,-2.483218696,-2.73232683,60.8408024,60.8408024,159.9928088,178.2217528,169.1369881,170.8630119
2.466666667,9,-2.498564968,-2.736997364,58.2638918,58.2638918,196.639964,144.5669706,173.3067205,166.6932795
2.5,9,-2.563108499,-2.780672971,55.93201964,55.93201964,223.2057181,118.7292498,175.9732997,164.0267003
2.533333333,9,-2.643820113,-2.822211016,53.52631775,53.52631775,232.5479519,111.1165403,178.1669227,161.8330773
2.566666667,9,-2.689107453,-2.825774696,49.87817447,49.87817447,224.7797313,119.7841707,180.1533585,159.8466415
2.6,9,-2.722760815,-2.832257046,46.90129485,46.90129485,221.4070184,122.9278456,180.7422278,159.2577722
2.633333333,9,-2.753813287,-2.825221515,43.70659081,43.70659081,219.5940817,123.0908714,180.7200339,159.2799661
2.666666667,9,-2.741739268,-2.844090687,39.15854521,39.15854521,177.3339598,162.0188502,180.1907435,159.8092565
2.7,9,-2.733958405,-2.8388881,35.96565327,35.96565327,168.456065,167.9730786,179.4797354,160.5202646
2.733333333,9,-2.731437122,-2.860438577,33.28190477,33.28190477,162.8650672,173.7287984,178.7122051,161.2877949
2.766666667,9,-2.726016846,-2.855044461,30.30218487,30.30218487,185.0584118,155.1637679,177.7638127,162.2361873
2.8,9,-2.741070766,-2.854197083,28.33869171,28.33869171,202.0495958,137.7687773,176.6798239,163.3201761
2.833333333,9,-2.743901618,-2.859764653,26.62969573,26.62969573,189.9688515,150.2764688,175.5276954,164.4723046
2.866666667,9,-2.791273892,-2.862876626,24.96900063,24.96900063,135.596316,206.5613157,174.3963081,165.6036919
2.9,9,-2.813871376,-2.886671219,24.23540238,24.23540238,146.2338386,194.9653854,173.3142524,166.6857476
2.933333333,9,-2.89429776,-2.896757736,23.86807921,23.86807921,120.9599763,218.6896208,172.0965841,167.9034159
2.966666667,9,-2.914540419,-2.910147159,23.84308235,23.84308235,144.3864761,193.631348,170.9054995,169.0945005
3,9,-2.91489766,-2.909964149,23.90256594,23.90256594,165.1693423,171.6034316,169.7884746,170.2115254
3.033333333,10,-2.940749476,-2.929168368,23.9555361,23.9555361,193.1551503,147.5409529,167.7346268,172.2653732
3.066666667,10,-2.941129089,-2.928854744,24.05915571,24.05915571,159.714069,176.4097865,166.8009732,173.1990268
3.1,10,-2.977506685,-2.952193602,24.21272431,24.21272431,135.7054279,200.6347356,165.8832511,174.1167489
3.133333333,10,-2.978029338,-2.951035239,24.36563721,24.36563721,171.1103646,165.5406814,164.9428449,175.0571551
3.166666667,9,-2.991087347,-3.007762633,24.48639079,24.48639079,187.0839289,151.5473903,164.9428449,175.0571551
3.2,9,-2.988513844,-3.001921904,24.5780537,24.5780537,171.1040963,167.5017876,163.9851731,176.0148269
3.233333333,9,-2.984103226,-2.999970918,24.74592279,24.74592279,155.8263805,183.8572181,163.0581232,176.9418768
3.266666667,9,-2.97668207,-2.991903559,24.90944925,24.90944925,162.538268,176.6663033,162.2342857,177.7657143
3.3,9,-2.973610215,-2.987555092,25.02681296,25.02681296,147.6117888,191.9531836,161.5102598,178.4897402
3.333333333,9,-2.970092995,-3.012280145,25.12031779,25.12031779,159.0214476,179.9510619,160.939283,179.060717
3.366666667,9,-3.05305635,-3.110848335,25.13748264,25.13748264,202.3962095,135.8370122,160.3319087,179.6680913
3.4,9,-3.182940892,-3.237874664,25.12438614,25.12438614,208.2201952,132.2380626,159.8422734,180.1577266
3.433333333,9,-3.283820975,-3.373273797,25.09494159,25.09494159,175.5226329,164.7077153,159.5547967,180.4452033
3.466666667,9,-3.438567277,-3.579902127,25.08173842,25.08173842,180.9804179,156.7691404,159.2745998,180.7254002
3.5,9,-3.543444501,-3.813490105,25.07815187,25.07815187,187.5796325,150.5001473,159.1455991,180.8544009
3.533333333,9,-3.568025053,-4.128649006,25.06827594,25.06827594,174.5402584,165.8123911,159.4267016,180.5732984
3.566666667,9,-3.858003844,-4.476212191,25.0380524,25.0380524,146.275927,192.0602685,159.803691,180.196309
3.6,9,-4.337153234,-4.934850924,24.99623253,24.99623253,124.9666002,212.5772129,160.7259844,179.2740156
3.633333333,9,-5.020089054,-5.541588895,24.90311269,24.90311269,105.9303165,231.4846489,161.8857307,178.1142693
3.666666667,9,-5.72957617,-6.141552327,24.88175073,24.88175073,102.0117948,232.996004,163.6505106,176.3494894
3.7,9,-6.486948756,-6.586362025,24.85084622,24.85084622,97.32854965,237.7764052,166.3610628,173.6389372
3.733333333,10,-7.261412834,-6.844121626,24.73567684,24.73567684,150.5209415,186.5063496,172.2247652,167.7752348
3.766666667,10,-7.680275578,-6.887168967,24.66193554,24.66193554,154.6621062,180.7769305,175.9187884,164.0812116
3.8,10,-8.181389234,-6.978971913,24.55533429,24.55533429,141.1328244,192.9156774,179.6032764,160.3967236
3.833333333,10,-8.52417984,-7.098527969,24.23397306,24.23397306,125.1162012,208.9257188,183.5847163,156.4152837
3.866666667,10,-8.65880534,-7.12023101,23.89044119,23.89044119,131.5884981,203.5761925,187.4979262,152.5020738
3.9,10,-8.510700268,-6.983560443,23.24658916,23.24658916,151.8350074,186.2236114,191.2469811,148.7530189
3.933333333,10,-7.973820938,-6.586976554,22.5881507,22.5881507,148.7932751,189.3109533,194.9858762,145.0141238
3.966666667,10,-7.732111517,-6.366199687,21.85234268,21.85234268,150.6005733,188.1677498,198.6695895,141.3304105
4,10,-7.356953898,-5.930448623,20.80171616,20.80171616,158.4420967,181.0568156,202.3310705,137.6689295
4.033333333,10,-6.89386642,-5.520211008,20.08851469,20.08851469,165.2606672,174.6981225,205.8356465,134.1643535
4.066666667,10,-6.428821564,-4.936229454,19.41706211,19.41706211,171.8439383,168.3388255,208.4998706,131.5001294
4.1,10,-5.81961747,-4.396850739,18.697805,18.697805,163.169629,178.3282884,210.2732688,129.7267312
4.133333333,10,-5.213815661,-4.128624341,18.34323651,18.34323651,158.6745975,182.8267015,210.464869,129.535131
4.166666667,10,-4.816344305,-3.897459811,18.11338488,18.11338488,164.4885883,175.1811022,207.8493641,132.1506359
4.2,10,-4.584167753,-3.680813783,17.98908363,17.98908363,179.6332435,160.1604658,205.3721455,134.6278545
4.233333333,10,-4.407745233,-3.524369544,17.99433249,17.99433249,184.473125,154.8736733,201.8747045,138.1252955
4.266666667,10,-4.219714926,-3.442074561,18.01500621,18.01500621,171.1808805,169.5083112,195.7110702,144.2889298
4.3,10,-4.125601197,-3.400487947,18.07064946,18.07064946,159.1607099,180.2457052,190.6287955,149.3712045
4.333333333,10,-4.05941775,-3.370562153,18.14208881,18.14208881,166.8499894,174.282838,183.0895631,156.9104369
4.366666667,10,-4.074983494,-3.463173992,18.30662565,18.30662565,116.5879768,225.003032,178.1280111,161.8719889
4.4,10,-4.12036846,-3.500255691,18.99189077,18.99189077,149.0323322,190.0635948,174.0860981,165.9139019
4.433333333,10,-4.206925452,-3.520797357,20.14124064,20.14124064,153.0718493,188.2759777,169.6934796,170.3065204
4.466666667,10,-4.316311513,-3.579589589,22.01340979,22.01340979,143.5157812,197.2453245,168.2335546,171.7664454
4.5,10,-4.362759359,-3.813150183,25.48901317,25.48901317,94.79026629,244.6069977,168.206768,171.793232
4.533333333,10,-4.463800051,-3.96341592,28.57123138,28.57123138,106.3007536,232.4927429,169.140816,170.859184
4.566666667,10,-4.580472308,-4.059903144,32.01538632,32.01538632,136.3594636,203.4478654,171.4822875,168.5177125
4.6,10,-4.752585201,-4.184127223,36.97497684,36.97497684,137.3827212,202.1007238,174.6563749,165.3436251
4.633333333,10,-4.896883047,-4.404654152,40.84862736,40.84862736,115.9336104,222.5443464,178.3550157,161.6449843
4.666666667,10,-5.086250795,-4.620654256,46.15239698,46.15239698,115.2474206,224.6402017,181.8839052,158.1160948
4.7,10,-5.146426554,-4.646225376,49.98877984,49.98877984,162.2089454,177.6362092,185.40007,154.59993
4.733333333,10,-5.311691382,-4.766507815,53.60394513,53.60394513,138.592699,199.8326319,188.9430911,151.0569089
4.766666667,10,-5.23719978,-4.625790172,57.90922904,57.90922904,183.5666865,152.4375372,191.8182506,148.1817494
4.8,10,-5.184507972,-4.548707672,60.59068345,60.59068345,200.0775646,134.4477933,194.1491139,145.8508861
4.833333333,10,-5.082190996,-4.450943596,62.70191893,62.70191893,193.8453985,143.4204031,195.9352942,144.0647058
4.866666667,10,-5.020372573,-4.346242484,64.54147652,64.54147652,167.3280945,173.2213638,197.0127052,142.9872948
4.9,10,-4.92382174,-4.126766494,65.40374214,65.40374214,156.1766445,184.3487523,197.3985645,142.6014355
4.933333333,10,-4.971947617,-4.151880928,65.72201334,65.72201334,115.5080492,223.1237398,196.1729778,143.8270222
4.966666667,10,-4.846124719,-3.975119458,65.61672556,65.61672556,182.3220594,158.9733306,193.8595177,146.1404823
5,10,-4.744078526,-3.817566719,65.58155619,65.58155619,187.44643,152.3538678,190.8877137,149.1122863
5.033333333,10,-4.566061972,-3.672442258,65.57477986,65.57477986,195.3434864,143.2467789,186.5601287,153.4398713
5.066666667,10,-4.438036299,-3.552459454,65.49977423,65.49977423,194.7692641,143.5371454,183.0468342,156.9531658
5.1,10,-4.347657506,-3.505949175,65.51634081,65.51634081,202.5483952,136.6211093,178.3983989,161.6016011
5.133333333,10,-4.272293873,-3.456424757,65.52287335,65.52287335,184.7612712,155.0644904,174.8618756,165.1381244
5.166666667,10,-4.248767409,-3.464016214,65.48901655,65.48901655,133.3061076,207.9255997,171.694099,168.305901
5.2,10,-4.24705989,-3.552418719,65.53448818,65.53448818,123.8698509,217.3474782,168.2350457,171.7649543
5.233333333,10,-4.35301515,-3.796967604,65.64579038,65.64579038,84.52479997,260.0387017,165.8366396,174.1633604
5.266666667,10,-4.408482482,-3.878404471,66.4054794,66.4054794,131.5961182,210.3629158,163.8726966,176.1273034
5.3,10,-4.3868433,-3.915783069,67.81100888,67.81100888,164.9659596,176.3307512,161.9174421,178.0825579
5.333333333,10,-4.411679533,-4.05552275,69.64374415,69.64374415,206.9089815,134.1813836,160.2234906,179.7765094
5.366666667,10,-4.500235759,-4.214275335,72.34713975,72.34713975,212.5950845,128.0914676,158.6136354,181.3863646
5.4,10,-4.624663405,-4.422359719,74.42458166,74.42458166,213.1792502,127.3843515,157.0006446,182.9993554
5.433333333,10,-4.737706837,-4.622228329,77.19876005,77.19876005,207.699108,132.2130533,155.4451752,184.5548248
5.466666667,10,-4.854122408,-4.664528225,79.14588262,79.14588262,182.6131562,157.8511203,153.9999927,186.0000073
5.5,10,-4.779929868,-4.385578814,80.77177838,80.77177838,180.1955436,160.0229871,153.518924,186.481076
5.533333333,10,-4.433154614,-3.934799467,82.50701167,82.50701167,188.2092754,151.7352302,153.6769408,186.3230592
5.566666667,10,-4.453139592,-3.85820739,83.43038653,83.43038653,178.2372556,161.9054316,154.3120608,185.6879392
5.6,10,-4.378343951,-3.87548898,83.95732622,83.95732622,191.9591649,149.4020915,155.9973881,184.0026119
5.633333333,10,-4.21215156,-3.810431711,84.36047983,84.36047983,137.6747445,202.9138469,157.0591243,182.9408757
5.666666667,10,-4.114281706,-3.922495659,84.49755843,84.49755843,97.37208239,243.7278613,158.3422981,181.6577019
5.7,10,-4.051489057,-3.898545123,84.47421943,84.47421943,120.9355654,220.4270169,160.8746235,179.1253765
5.733333333,10,-4.060728141,-4.054888653,84.37930398,84.37930398,229.717082,113.9664584,162.2092524,177.7907476
5.766666667,10,-4.172652986,-3.971851392,84.23383264,84.23383264,140.4929193,202.7890061,163.3664416,176.6335584
5.8,10,-4.164123766,-3.990301147,84.02593018,84.02593018,193.0657895,150.3011638,165.6070505,174.3929495
5.833333333,10,-4.093265545,-3.983287802,83.22292326,83.22292326,199.229067,138.0831445,166.8971608,173.1028392
5.866666667,10,-3.997805843,-3.966236206,81.97644136,81.97644136,194.0210088,143.3894425,167.8975404,172.1024596
5.9,9,-3.973683584,-4.095106821,80.35022737,80.35022737,194.175753,145.7483919,167.8975404,172.1024596
5.933333333,9,-4.067394828,-4.369363711,77.98034386,77.98034386,226.5783487,113.1170687,169.4296881,170.5703119
5.966666667,9,-4.2331246,-4.599343076,76.04321446,76.04321446,240.7503976,99.64892776,169.8490494,170.1509506
6,9,-4.392230801,-4.760823645,73.95176757,73.95176757,228.9886591,110.438116,170.523114,169.476886
6.033333333,9,-4.486603805,-4.890840079,70.98954728,70.98954728,214.7500823,125.0012258,170.5755469,169.4244531
6.066666667,9,-4.537216805,-4.914302087,68.82095294,68.82095294,202.1786,137.1310612,170.1724354,169.8275646
6.1,9,-4.566878197,-4.92466418,66.77837081,66.77837081,190.1250688,148.4862346,169.4756221,170.5243779
6.133333333,9,-4.550453343,-4.933254497,64.01939818,64.01939818,167.8018802,171.1298068,168.8108486,171.1891514
6.166666667,9,-4.550590064,-4.949512745,61.89646167,61.89646167,160.0382666,179.2342675,168.0854898,171.9145102
6.2,9,-4.496856795,-4.979060167,59.96821348,59.96821348,180.7813843,158.311497,167.4697528,172.5302472
6.233333333,9,-4.57838988,-5.107658703,57.75349113,57.75349113,219.9327208,120.5815512,167.0157021,172.9842979
6.266666667,9,-4.557283127,-5.151915486,56.39756695,56.39756695,212.9613102,127.67395,166.7026321,173.2973679
6.3,9,-4.568863722,-5.135788113,54.96086024,54.96086024,198.7324102,142.3341071,166.5849135,173.4150865
6.333333333,9,-4.574511734,-5.13916486,54.05187641,54.05187641,181.7067489,159.1167387,166.5549224,173.4450776
6.366666667,9,-4.56446269,-5.169955165,53.5075767,53.5075767,192.4502376,148.6077275,166.5534481,173.4465519
6.4,9,-4.738601425,-5.290219916,53.28039221,53.28039221,233.3136688,107.9565485,166.3889826,173.6110174
6.433333333,9,-4.886516793,-5.383434915,53.15920747,53.15920747,236.8098801,104.4686968,166.151829,173.848171
6.466666667,9,-5.09359809,-5.512596505,53.14823725,53.14823725,239.3709102,103.2099897,165.8165992,174.1834008
6.5,9,-5.474742784,-5.647247355,53.17925857,53.17925857,265.8081815,75.71027718,165.284969,174.715031
6.533333333,10,-5.92318005,-5.865319078,53.17652881,53.17652881,236.5778392,102.5183704,164.0574848,175.9425152
6.566666667,10,-6.277831572,-6.074135132,53.17055857,53.17055857,235.2829273,103.8659631,163.2782448,176.7217552
6.6,10,-6.529434351,-6.209693161,53.1190199,53.1190199,219.2299288,119.8187179,162.4075774,177.5924226
6.633333333,10,-6.75370023,-6.462079213,53.08703331,53.08703331,240.4612766,97.92268936,161.5771596,178.4228404
6.666666667,10,-7.052479974,-6.956098174,53.0545887,53.0545887,270.3239212,68.1230762,160.9329948,179.0670052
6.7,10,-7.402675761,-7.384631075,53.04493987,53.04493987,268.5545531,70.14916606,160.212345,179.787655
6.733333333,10,-7.829784183,-7.812081797,53.0208873,53.0208873,267.369696,71.50573892,159.735443,180.264557
6.766666667,10,-8.38607118,-8.239323757,52.97306273,52.97306273,262.3606201,76.96280147,159.9702906,180.0297094
6.8,10,-8.921452651,-8.615863346,52.97892417,52.97892417,257.5053109,81.85383461,160.0012815,179.9987185
6.833333333,10,-9.432648437,-8.990810143,52.94249458,52.94249458,259.4589364,80.17161442,160.7563551,179.2436449
6.866666667,10,-10.09631371,-9.485821704,52.88240978,52.88240978,271.6959751,67.94173833,161.1529534,178.8470466
6.9,10,-10.50844079,-9.983755918,52.82046977,52.82046977,271.6656782,68.45830636,161.7234397,178.2765603
6.933333333,10,-10.63966013,-10.16893007,52.75294534,52.75294534,231.8892599,109.2978917,163.1448875,176.8551125
6.966666667,10,-10.59792515,-10.10802471,52.58614984,52.58614984,148.1553724,193.3318995,163.7652442,176.2347558
7,10,-10.51012927,-10.00443893,52.21202581,52.21202581,180.1030737,161.3499685,164.1915617,175.8084383
7.033333333,10,-10.38473246,-9.982520933,51.81168683,51.81168683,182.7735584,159.1096915,165.1743438,174.8256562
7.066666667,10,-10.17616699,-9.9751797,51.1954389,51.1954389,186.4950268,155.5416481,165.464739,174.535261
7.1,9,-9.929177121,-9.967913753,50.07334632,50.07334632,159.9715448,180.8444861,165.464739,174.535261
7.133333333,9,-9.725082782,-9.959143594,49.0833914,49.0833914,148.4943473,192.5015412,165.6921914,174.3078086
7.166666667,9,-9.593282828,-9.907973727,47.58816729,47.58816729,140.937264,199.5321463,166.0692674,173.9307326
7.2,9,-9.536820203,-9.924014613,46.34492557,46.34492557,148.3767216,191.3352521,165.8833734,174.1166266
7.233333333,9,-9.656282621,-10.10804902,44.97599901,44.97599901,144.7944098,194.1462549,165.7164048,174.2835952
7.266666667,9,-9.808252605,-10.34238537,43.01812279,43.01812279,156.5959253,180.769174,165.5986043,174.4013957
7.3,9,-10.03368338,-10.68298693,41.58057584,41.58057584,153.6907187,181.5774595,165.1870104,174.8129896
7.333333333,9,-10.36788056,-11.19511248,40.27941173,40.27941173,155.0330424,180.173545,164.7807593,175.2192407
7.366666667,9,-10.85464679,-11.90850377,38.60173465,38.60173465,147.4607117,187.7215391,164.500433,175.499567
7.4,9,-11.51504595,-12.84059333,37.40409451,37.40409451,144.5439793,192.0941773,164.1501408,175.8498592
7.433333333,9,-12.47460614,-14.00592882,36.24818784,36.24818784,175.0273431,163.2138334,163.8423978,176.1576022
7.466666667,9,-13.74525139,-15.46699438,34.95757139,34.95757139,191.7058057,147.9314337,163.8066151,176.1933849
7.5,9,-15.23513313,-17.06940045,34.14840107,34.14840107,189.7940149,150.7086634,163.8189234,176.1810766
7.533333333,9,-16.72456067,-18.80193169,33.40106833,33.40106833,186.6207836,153.7538981,163.901137,176.098863
7.566666667,9,-18.24693725,-20.46436273,32.67687126,32.67687126,168.4710716,170.3169896,164.2477732,175.7522268
7.6,9,-19.85349621,-21.66710347,32.26410106,32.26410106,162.298109,176.4298887,164.8226497,175.1773503
7.633333333,9,-21.01634256,-22.47120704,31.92244601,31.92244601,154.3037136,183.9568149,166.1486714,173.8513286
7.666666667,9,-21.86918777,-22.85252855,31.58145805,31.58145805,151.1744292,186.737907,167.9855891,172.0144109
7.7,9,-22.16908295,-22.65141031,31.36589318,31.36589318,148.7902178,188.7052278,170.2614854,169.7385146
7.733333333,9,-22.23548267,-22.54752462,31.20712751,31.20712751,148.9706617,188.2368378,173.0915323,166.9084677
7.766666667,9,-21.98269104,-22.31243635,30.95268605,30.95268605,152.0030683,184.9341463,176.3693062,163.6306938
7.8,9,-21.5900417,-21.90631135,30.73696914,30.73696914,152.8225769,183.9078548,179.7280507,160.2719493
7.833333333,10,-21.23481655,-20.91231052,30.54881221,30.54881221,177.6152447,162.3859451,185.8348994,154.1651006
7.866666667,10,-20.64596541,-19.91185275,30.26935883,30.26935883,176.2582101,164.0787789,188.7098489,151.2901511
7.9,10,-19.88218014,-19.00347614,30.02062166,30.02062166,177.6239561,162.6061653,191.6064072,148.3935928
7.933333333,10,-18.87158788,-17.98510055,29.60742948,29.60742948,179.417463,160.6755815,194.4111807,145.5888193
7.966666667,10,-17.83499843,-16.7669917,29.18361304,29.18361304,183.489989,156.5842561,196.75948,143.24052
8,10,-16.66149159,-15.6154168,28.77333683,28.77333683,180.7864688,159.1691183,198.232704,141.767296
8.033333333,10,-15.82235201,-14.91937197,28.32960508,28.32960508,179.9947269,160.3110828,198.7266136,141.2733864
8.066666667,10,-15.02916575,-14.317666,27.93391144,27.93391144,182.4414427,157.8858668,197.8515906,142.1484094
8.1,10,-14.64802194,-14.27980819,27.58922367,27.58922367,160.1355904,180.7372078,194.2440169,145.7559831
8.133333333,10,-14.61539805,-14.55419467,27.36165031,27.36165031,151.2213592,190.4603419,190.4913068,149.5086932
