time,selected_tau,r2_tau_1,r2_tau_2,current_q_j5,ref_q_current_j5,predicted_ca_j5_at_tau,predicted_cb_j5_at_tau,true_ca_j5_at_tau,true_cb_j5_at_tau
0.0,1,-inf,-inf,0.0,0.0,228.96412356751878,110.7465510453478,170.3182453233493,169.6817546766507
0.03333333333333333,2,-5011.5805940961,-897.3697276810826,0.0,0.0,228.49545603547517,111.15229981291922,172.444188886883,167.555811113117
0.06666666666666667,2,-1386.4951047144762,-370.4559011303792,0.0,0.0,227.92483762494854,111.86450697023126,174.25214984420475,165.74785015579522
0.1,2,-515.5346662151125,-175.4220401621924,0.0,0.0,227.87169200291333,111.93451301993488,176.5569453966546,163.44305460334536
0.13333333333333333,2,-211.93380158603034,-101.48824528848853,0.0,0.0,241.41373520133297,97.41118595377205,179.3587069028013,160.6412930971987
0.16666666666666666,2,-104.32205479584448,-50.51556448314208,0.0,0.0,202.69734877883445,142.8376790115581,182.65756572121336,157.34243427878664
0.2,2,-65.56708546257079,-29.12684886544228,0.0,0.0,220.253010585832,118.01757870700271,186.27170206251225,153.72829793748775
0.23333333333333334,2,-53.8070490708494,-16.999501677919785,0.0,0.0,198.96937815189858,142.10560945865097,189.88618387648108,150.11381612351892
0.26666666666666666,2,-35.37152154414124,-11.510550665001748,0.0,0.0,142.5706618793561,169.0253434172698,193.50162110863832,146.49837889136168
0.3,2,-22.991890796602046,-7.730512831340372,0.0,0.0,208.96319809184146,109.06904728150919,197.11801375898395,142.88198624101605
0.3333333333333333,2,-15.864672768735531,-5.267649455164031,0.0,0.0,211.63466265220976,115.37681675237103,200.735361827518,139.26463817248202
0.36666666666666664,2,-10.943003399871976,-3.590918568341391,0.0,0.0,202.4639993455763,127.14770299167861,204.3536653142404,135.6463346857596
0.4,2,-7.740523752091084,-2.4578084663505773,0.0,0.0,204.15620475335177,128.69203828015372,207.9729242191512,132.02707578084878
0.43333333333333335,2,-5.996180454068488,-1.7107658845756775,0.0,0.0,229.96086949302125,111.46908069061716,211.5103895565048,128.48961044349522
0.4666666666666667,2,-4.836572391659312,-1.1537273018308065,0.0,0.0,221.72716185721467,115.86649608053689,214.5740532252044,125.4259467747956
0.5,2,-3.6383887216164847,-0.9080755286939826,0.0,0.0,173.88281346589025,165.41658116971274,216.54940773218004,123.45059226781996
0.5333333333333333,2,-2.831945662770549,-1.0000313394343787,0.0069101762578872,0.0069101762578872,141.34284273665946,194.87149118806002,215.72713411963085,124.27286588036914
0.5666666666666667,2,-2.3016046744056426,-0.8211136303242141,0.3329524809138804,0.3329524809138804,186.02785064818937,150.88396716700797,210.596503139139,129.403496860861
0.6,2,-1.9528303580496087,-0.771408489508804,2.07295883127691,2.07295883127691,242.92645286402177,91.69360044977408,206.23547259716693,133.76452740283307
0.6333333333333333,2,-1.8226158859597157,-0.6835208657233285,6.519022471753004,6.519022471753004,211.1286285919939,123.71038273532683,201.1792555869967,138.82074441300327
0.6666666666666666,2,-1.721302602883835,-0.6406845174435374,10.271306465610431,10.271306465610431,205.83199811174916,133.82412048263362,193.59667252694155,146.40332747305845
0.7,2,-1.6433945034427921,-0.624398411515303,14.15708651392258,14.15708651392258,174.0482150444531,168.1749623728269,187.9889533462259,152.0110466537741
0.7333333333333333,2,-1.7676023899141988,-0.6104595358949454,19.480985585705877,19.480985585705877,185.26395671646975,157.86443739063301,182.77285916892,157.22714083108
0.7666666666666666,2,-1.8199497280566619,-0.6072814255879329,23.453555312052977,23.453555312052977,172.5553705321651,163.25027602375218,176.47520599247756,163.52479400752242
0.8,2,-1.8141696441629742,-0.6071268772972453,27.281196373747395,27.281196373747395,168.8036825578614,167.29518512934814,172.43697119685888,167.56302880314112
0.8333333333333334,2,-1.81978602501683,-0.6646710546770362,31.97926945174926,31.97926945174926,202.42170908956834,138.45484497694474,169.05208190243297,170.94791809756703
0.8666666666666667,2,-1.8290816211131111,-0.7204408824980815,35.20123388651601,35.20123388651601,199.2592314769506,142.2008496943307,165.63420521603572,174.36579478396425
0.9,2,-1.8825056989583553,-0.7795183317062604,38.08757355406146,38.08757355406146,198.28317709988818,141.2360542814248,164.30587466140776,175.69412533859222
0.9333333333333333,2,-2.018247363907158,-0.7764613824574804,41.15255920308765,41.15255920308765,158.60261587672343,177.5300836530931,163.66720526020188,176.33279473979812
0.9666666666666667,2,-2.0318428683932694,-0.7726633809896299,42.83230467955102,42.83230467955102,164.80408450373235,177.25214820390684,163.58560130445326,176.4143986955467
1.0,2,-2.0462768349816844,-0.8291148263200547,44.11728388580818,44.11728388580818,132.6732330696858,209.94327654982771,164.79990704452354,175.20009295547644
1.0333333333333332,2,-2.0445203389972217,-0.849798312366925,45.15965052916645,45.15965052916645,147.4393419025231,195.25495985775763,166.44463664574835,173.5553633542516
1.0666666666666667,2,-2.0438166589143316,-1.0446762120626958,45.37394212432521,45.37394212432521,108.65339319191622,233.81068533570482,168.30153437094415,171.69846562905582
1.1,2,-2.6576612559748214,-1.0499579879084986,45.34659976189797,45.34659976189797,176.34949313375375,157.19240651307786,170.09473565889954,169.90526434110046
1.1333333333333333,2,-2.66348207686861,-1.0899316638643168,45.238533820376,45.238533820376,198.74630644619268,139.80725665520364,171.7980116325675,168.2019883674325
1.1666666666666667,2,-2.7048219224585157,-1.0989499915447865,45.1746557783892,45.1746557783892,190.4953338158915,155.81998556058838,173.60280283521223,166.39719716478777
1.2,2,-2.7470961935059552,-1.100209569625104,45.16966458600201,45.16966458600201,187.4943105562693,159.63808820626056,175.40635520162107,164.59364479837893
